orig_split,orig_idx,source_dataset,education_level,llm_judge_label,judge_raw_response
ood_race-middle,52,race-middle,middle,middle,middle
ood_race-middle,53,race-middle,middle,middle,middle
ood_race-middle,54,race-middle,middle,middle,middle
ood_race-middle,55,race-middle,middle,middle,middle
ood_race-middle,56,race-middle,middle,middle,middle
ood_race-middle,57,race-middle,middle,middle,middle
ood_race-middle,58,race-middle,middle,middle,middle
ood_race-middle,59,race-middle,middle,middle,middle
ood_race-middle,60,race-middle,middle,elementary,elementary
ood_race-middle,61,race-middle,middle,middle,middle
ood_race-middle,62,race-middle,middle,middle,middle
ood_race-middle,63,race-middle,middle,middle,middle
ood_race-middle,64,race-middle,middle,middle,middle
ood_race-middle,65,race-middle,middle,middle,middle
ood_race-middle,66,race-middle,middle,middle,middle
ood_race-middle,67,race-middle,middle,middle,middle
ood_race-middle,68,race-middle,middle,middle,middle
ood_race-middle,69,race-middle,middle,middle,middle
ood_race-middle,70,race-middle,middle,middle,middle
ood_race-middle,71,race-middle,middle,middle,middle
ood_race-middle,72,race-middle,middle,middle,middle
ood_race-middle,73,race-middle,middle,elementary,elementary
ood_race-middle,74,race-middle,middle,middle,middle
ood_race-middle,75,race-middle,middle,middle,middle
ood_race-middle,76,race-middle,middle,middle,middle
ood_race-middle,77,race-middle,middle,middle,middle
ood_race-middle,78,race-middle,middle,middle,middle
ood_race-middle,79,race-middle,middle,middle,middle
ood_race-middle,80,race-middle,middle,middle,middle
ood_race-middle,81,race-middle,middle,middle,middle
ood_race-middle,82,race-middle,middle,middle,middle
ood_race-middle,83,race-middle,middle,middle,middle
ood_race-middle,84,race-middle,middle,middle,middle
ood_race-middle,85,race-middle,middle,middle,middle
ood_race-middle,86,race-middle,middle,middle,middle
ood_race-middle,87,race-middle,middle,middle,middle
ood_race-middle,88,race-middle,middle,middle,middle
ood_race-middle,89,race-middle,middle,middle,middle
ood_race-middle,90,race-middle,middle,middle,middle
ood_race-middle,91,race-middle,middle,middle,middle
ood_race-middle,92,race-middle,middle,middle,middle
ood_race-middle,93,race-middle,middle,middle,middle
ood_race-middle,94,race-middle,middle,middle,middle
ood_race-middle,95,race-middle,middle,middle,middle
ood_race-middle,96,race-middle,middle,middle,middle
ood_race-middle,97,race-middle,middle,elementary,elementary
ood_race-middle,98,race-middle,middle,middle,middle
ood_race-middle,99,race-middle,middle,middle,middle
ood_race-middle,100,race-middle,middle,middle,middle
ood_race-middle,101,race-middle,middle,middle,middle
ood_race-middle,102,race-middle,middle,middle,middle
ood_race-middle,103,race-middle,middle,middle,middle
ood_race-middle,104,race-middle,middle,middle,middle
ood_race-middle,105,race-middle,middle,elementary,elementary
ood_race-middle,106,race-middle,middle,middle,middle
ood_race-middle,107,race-middle,middle,middle,middle
ood_race-middle,108,race-middle,middle,middle,middle
ood_race-middle,109,race-middle,middle,middle,middle
ood_race-middle,110,race-middle,middle,middle,middle
ood_race-middle,111,race-middle,middle,middle,middle
ood_race-middle,112,race-middle,middle,middle,middle
ood_race-middle,113,race-middle,middle,middle,middle
ood_race-middle,114,race-middle,middle,middle,middle
ood_race-middle,115,race-middle,middle,middle,middle
ood_race-middle,116,race-middle,middle,middle,middle
ood_race-middle,117,race-middle,middle,middle,middle
ood_race-middle,118,race-middle,middle,middle,middle
ood_race-middle,119,race-middle,middle,middle,middle
ood_race-middle,120,race-middle,middle,middle,middle
ood_race-middle,121,race-middle,middle,middle,middle
ood_race-middle,122,race-middle,middle,middle,middle
ood_race-middle,123,race-middle,middle,middle,middle
ood_race-middle,124,race-middle,middle,middle,middle
ood_race-middle,125,race-middle,middle,middle,middle
ood_race-middle,126,race-middle,middle,middle,middle
ood_race-middle,127,race-middle,middle,middle,middle
ood_race-middle,128,race-middle,middle,middle,middle
ood_race-middle,129,race-middle,middle,middle,middle
ood_race-middle,130,race-middle,middle,middle,middle
ood_race-middle,131,race-middle,middle,high,high
ood_race-middle,132,race-middle,middle,elementary,elementary
ood_race-middle,133,race-middle,middle,middle,middle
ood_race-middle,134,race-middle,middle,middle,middle
ood_race-middle,135,race-middle,middle,middle,middle
ood_race-middle,136,race-middle,middle,middle,middle
ood_race-middle,137,race-middle,middle,middle,middle
ood_race-middle,138,race-middle,middle,middle,middle
ood_race-middle,139,race-middle,middle,middle,middle
ood_race-middle,140,race-middle,middle,middle,middle
ood_race-middle,141,race-middle,middle,middle,middle
ood_race-middle,142,race-middle,middle,middle,middle
ood_race-middle,143,race-middle,middle,middle,middle
ood_race-middle,144,race-middle,middle,middle,middle
ood_race-middle,145,race-middle,middle,middle,middle
ood_race-middle,146,race-middle,middle,elementary,elementary
ood_race-middle,147,race-middle,middle,middle,middle
ood_race-middle,148,race-middle,middle,middle,middle
ood_race-middle,149,race-middle,middle,middle,middle
ood_race-middle,150,race-middle,middle,middle,middle
ood_race-middle,151,race-middle,middle,middle,middle
ood_race-middle,152,race-middle,middle,middle,middle
ood_race-middle,153,race-middle,middle,middle,middle
ood_race-middle,154,race-middle,middle,middle,middle
ood_race-middle,155,race-middle,middle,middle,middle
ood_race-middle,156,race-middle,middle,elementary,elementary
ood_race-middle,157,race-middle,middle,middle,middle
ood_race-middle,158,race-middle,middle,middle,middle
ood_race-middle,159,race-middle,middle,middle,middle
ood_race-middle,160,race-middle,middle,elementary,elementary
ood_race-middle,161,race-middle,middle,middle,middle
ood_race-middle,162,race-middle,middle,middle,middle
ood_race-middle,163,race-middle,middle,middle,middle
ood_race-middle,164,race-middle,middle,middle,middle
ood_race-middle,165,race-middle,middle,middle,middle
ood_race-middle,166,race-middle,middle,middle,middle
ood_race-middle,167,race-middle,middle,middle,middle
ood_race-middle,168,race-middle,middle,middle,middle
ood_race-middle,169,race-middle,middle,middle,middle
ood_race-middle,170,race-middle,middle,middle,middle
ood_race-middle,171,race-middle,middle,middle,middle
ood_race-middle,172,race-middle,middle,middle,middle
ood_race-middle,173,race-middle,middle,middle,middle
ood_race-middle,174,race-middle,middle,middle,middle
ood_race-middle,175,race-middle,middle,middle,middle
ood_race-middle,176,race-middle,middle,middle,middle
ood_race-middle,177,race-middle,middle,middle,middle
ood_race-middle,178,race-middle,middle,middle,middle
ood_race-middle,179,race-middle,middle,middle,middle
ood_race-middle,180,race-middle,middle,middle,middle
ood_race-middle,181,race-middle,middle,elementary,elementary
ood_race-middle,182,race-middle,middle,elementary,elementary
ood_race-middle,183,race-middle,middle,middle,middle
ood_race-middle,184,race-middle,middle,middle,middle
ood_race-middle,185,race-middle,middle,middle,middle
ood_race-middle,186,race-middle,middle,middle,middle
ood_race-middle,187,race-middle,middle,middle,middle
ood_race-middle,188,race-middle,middle,middle,middle
ood_race-middle,189,race-middle,middle,middle,middle
ood_race-middle,190,race-middle,middle,middle,middle
ood_race-middle,191,race-middle,middle,middle,middle
ood_race-middle,192,race-middle,middle,middle,middle
ood_race-middle,193,race-middle,middle,middle,middle
ood_race-middle,194,race-middle,middle,middle,middle
ood_race-middle,195,race-middle,middle,middle,middle
ood_race-middle,196,race-middle,middle,middle,middle
ood_race-middle,197,race-middle,middle,middle,middle
ood_race-middle,198,race-middle,middle,middle,middle
ood_race-middle,199,race-middle,middle,middle,middle
ood_race-middle,200,race-middle,middle,middle,middle
ood_race-middle,201,race-middle,middle,middle,middle
ood_race-middle,202,race-middle,middle,middle,middle
ood_race-middle,203,race-middle,middle,middle,middle
ood_race-middle,204,race-middle,middle,middle,middle
ood_race-middle,205,race-middle,middle,middle,middle
ood_race-middle,206,race-middle,middle,middle,middle
ood_race-middle,207,race-middle,middle,elementary,elementary
ood_race-middle,208,race-middle,middle,middle,middle
ood_race-middle,209,race-middle,middle,middle,middle
ood_race-middle,210,race-middle,middle,middle,middle
ood_race-middle,211,race-middle,middle,middle,middle
ood_race-middle,212,race-middle,middle,middle,middle
ood_race-middle,213,race-middle,middle,middle,middle
ood_race-middle,214,race-middle,middle,middle,middle
ood_race-middle,215,race-middle,middle,middle,middle
ood_race-middle,216,race-middle,middle,middle,middle
ood_race-middle,217,race-middle,middle,middle,middle
ood_race-middle,218,race-middle,middle,middle,middle
ood_race-middle,219,race-middle,middle,middle,middle
ood_race-middle,220,race-middle,middle,middle,middle
ood_race-middle,221,race-middle,middle,middle,middle
ood_race-middle,222,race-middle,middle,middle,middle
ood_race-middle,223,race-middle,middle,middle,middle
ood_race-middle,224,race-middle,middle,elementary,elementary
ood_race-middle,225,race-middle,middle,middle,middle
ood_race-middle,226,race-middle,middle,middle,middle
ood_race-middle,227,race-middle,middle,elementary,elementary
ood_race-middle,228,race-middle,middle,middle,middle
ood_race-middle,229,race-middle,middle,middle,middle
ood_race-middle,230,race-middle,middle,middle,middle
ood_race-middle,231,race-middle,middle,middle,middle
ood_race-middle,232,race-middle,middle,middle,middle
ood_race-middle,233,race-middle,middle,middle,middle
ood_race-middle,234,race-middle,middle,middle,middle
ood_race-middle,235,race-middle,middle,middle,middle
ood_race-middle,236,race-middle,middle,middle,middle
ood_race-middle,237,race-middle,middle,middle,middle
ood_race-middle,238,race-middle,middle,middle,middle
ood_race-middle,239,race-middle,middle,middle,middle
ood_race-middle,240,race-middle,middle,middle,middle
ood_race-middle,241,race-middle,middle,middle,middle
ood_race-middle,242,race-middle,middle,middle,middle
ood_race-middle,243,race-middle,middle,elementary,elementary
ood_race-middle,244,race-middle,middle,middle,middle
ood_race-middle,245,race-middle,middle,middle,middle
ood_race-middle,246,race-middle,middle,middle,middle
ood_race-middle,247,race-middle,middle,middle,middle
ood_race-middle,248,race-middle,middle,middle,middle
ood_race-middle,249,race-middle,middle,middle,middle
ood_race-middle,250,race-middle,middle,middle,middle
ood_race-middle,251,race-middle,middle,middle,middle
ood_race-middle,252,race-middle,middle,middle,middle
ood_race-middle,253,race-middle,middle,elementary,elementary
ood_race-middle,254,race-middle,middle,middle,middle
ood_race-middle,255,race-middle,middle,middle,middle
ood_race-middle,256,race-middle,middle,middle,middle
ood_race-middle,257,race-middle,middle,middle,middle
ood_race-middle,258,race-middle,middle,middle,middle
ood_race-middle,259,race-middle,middle,middle,middle
ood_race-middle,260,race-middle,middle,middle,middle
ood_race-middle,261,race-middle,middle,middle,middle
ood_race-middle,262,race-middle,middle,middle,middle
ood_race-middle,263,race-middle,middle,middle,middle
ood_race-middle,264,race-middle,middle,middle,middle
ood_race-middle,265,race-middle,middle,middle,middle
ood_race-middle,266,race-middle,middle,middle,middle
ood_race-middle,267,race-middle,middle,middle,middle
ood_race-middle,268,race-middle,middle,middle,middle
ood_race-middle,269,race-middle,middle,middle,middle
ood_race-middle,270,race-middle,middle,middle,middle
ood_race-middle,271,race-middle,middle,middle,middle
ood_race-middle,272,race-middle,middle,middle,middle
ood_race-middle,273,race-middle,middle,middle,middle
ood_race-middle,274,race-middle,middle,middle,middle
ood_race-middle,275,race-middle,middle,middle,middle
ood_race-middle,276,race-middle,middle,middle,middle
ood_race-middle,277,race-middle,middle,middle,middle
ood_race-middle,278,race-middle,middle,middle,middle
ood_race-middle,279,race-middle,middle,middle,middle
ood_race-middle,280,race-middle,middle,middle,middle
ood_race-middle,281,race-middle,middle,middle,middle
ood_race-middle,282,race-middle,middle,elementary,elementary
ood_race-middle,283,race-middle,middle,middle,middle
ood_race-middle,284,race-middle,middle,elementary,elementary
ood_race-middle,285,race-middle,middle,elementary,elementary
ood_race-middle,286,race-middle,middle,middle,middle
ood_race-middle,287,race-middle,middle,middle,middle
ood_race-middle,288,race-middle,middle,middle,middle
ood_race-middle,289,race-middle,middle,middle,middle
ood_race-middle,290,race-middle,middle,middle,middle
ood_race-middle,291,race-middle,middle,middle,middle
ood_race-middle,292,race-middle,middle,middle,middle
ood_race-middle,293,race-middle,middle,elementary,elementary
ood_race-middle,294,race-middle,middle,middle,middle
ood_race-middle,295,race-middle,middle,middle,middle
ood_race-middle,296,race-middle,middle,middle,middle
ood_race-middle,297,race-middle,middle,middle,middle
ood_race-middle,298,race-middle,middle,middle,middle
ood_race-middle,299,race-middle,middle,middle,middle
ood_race-middle,300,race-middle,middle,middle,middle
ood_race-middle,301,race-middle,middle,middle,middle
ood_race-middle,302,race-middle,middle,middle,middle
ood_race-middle,303,race-middle,middle,elementary,elementary
ood_race-middle,304,race-middle,middle,middle,middle
ood_race-middle,305,race-middle,middle,middle,middle
ood_race-middle,306,race-middle,middle,middle,middle
ood_race-middle,307,race-middle,middle,middle,middle
ood_race-middle,308,race-middle,middle,middle,middle
ood_race-middle,309,race-middle,middle,middle,middle
ood_race-middle,310,race-middle,middle,middle,middle
ood_race-middle,311,race-middle,middle,middle,middle
ood_race-middle,312,race-middle,middle,middle,middle
ood_race-middle,313,race-middle,middle,middle,middle
ood_race-middle,314,race-middle,middle,middle,middle
ood_race-middle,315,race-middle,middle,middle,middle
ood_race-middle,316,race-middle,middle,middle,middle
ood_race-middle,317,race-middle,middle,middle,middle
ood_race-middle,318,race-middle,middle,elementary,elementary
ood_race-middle,319,race-middle,middle,middle,middle
ood_race-middle,320,race-middle,middle,elementary,elementary
ood_race-middle,321,race-middle,middle,middle,middle
ood_race-middle,322,race-middle,middle,middle,middle
ood_race-middle,323,race-middle,middle,middle,middle
ood_race-middle,324,race-middle,middle,middle,middle
ood_race-middle,325,race-middle,middle,elementary,elementary
ood_race-middle,326,race-middle,middle,middle,middle
ood_race-middle,327,race-middle,middle,middle,middle
ood_race-middle,328,race-middle,middle,middle,middle
ood_race-middle,329,race-middle,middle,middle,middle
ood_race-middle,330,race-middle,middle,middle,middle
ood_race-middle,331,race-middle,middle,middle,middle
ood_race-middle,332,race-middle,middle,middle,middle
ood_race-middle,333,race-middle,middle,middle,middle
ood_race-middle,334,race-middle,middle,middle,middle
ood_race-middle,335,race-middle,middle,middle,middle
ood_race-middle,336,race-middle,middle,middle,middle
ood_race-middle,337,race-middle,middle,middle,middle
ood_race-middle,338,race-middle,middle,middle,middle
ood_race-middle,339,race-middle,middle,elementary,elementary
ood_race-middle,340,race-middle,middle,middle,middle
ood_race-middle,341,race-middle,middle,middle,middle
ood_race-middle,342,race-middle,middle,middle,middle
ood_race-middle,343,race-middle,middle,middle,middle
ood_race-middle,344,race-middle,middle,middle,middle
ood_race-middle,345,race-middle,middle,middle,middle
ood_race-middle,346,race-middle,middle,middle,middle
ood_race-middle,347,race-middle,middle,middle,middle
ood_race-middle,348,race-middle,middle,middle,middle
ood_race-middle,349,race-middle,middle,middle,middle
ood_race-middle,350,race-middle,middle,middle,middle
ood_race-middle,351,race-middle,middle,middle,middle
ood_race-middle,352,race-middle,middle,middle,middle
ood_race-middle,353,race-middle,middle,middle,middle
ood_race-middle,354,race-middle,middle,middle,middle
ood_race-middle,355,race-middle,middle,middle,middle
ood_race-middle,356,race-middle,middle,middle,middle
ood_race-middle,357,race-middle,middle,elementary,elementary
ood_race-middle,358,race-middle,middle,middle,middle
ood_race-middle,359,race-middle,middle,middle,middle
ood_race-middle,360,race-middle,middle,elementary,elementary
ood_race-middle,361,race-middle,middle,middle,middle
ood_race-middle,362,race-middle,middle,middle,middle
ood_race-middle,363,race-middle,middle,middle,middle
ood_race-middle,364,race-middle,middle,middle,middle
ood_race-middle,365,race-middle,middle,middle,middle
ood_race-middle,366,race-middle,middle,middle,middle
ood_race-middle,367,race-middle,middle,middle,middle
ood_race-middle,368,race-middle,middle,middle,middle
ood_race-middle,369,race-middle,middle,middle,middle
ood_race-middle,370,race-middle,middle,middle,middle
ood_race-middle,371,race-middle,middle,middle,middle
ood_race-middle,372,race-middle,middle,middle,middle
ood_race-middle,373,race-middle,middle,middle,middle
ood_race-middle,374,race-middle,middle,middle,middle
ood_race-middle,375,race-middle,middle,middle,middle
ood_race-middle,376,race-middle,middle,elementary,elementary
ood_race-middle,377,race-middle,middle,elementary,elementary
ood_race-middle,378,race-middle,middle,middle,middle
ood_race-middle,379,race-middle,middle,middle,middle
ood_race-middle,380,race-middle,middle,middle,middle
ood_race-middle,381,race-middle,middle,elementary,elementary
ood_race-middle,382,race-middle,middle,elementary,elementary
ood_race-middle,383,race-middle,middle,middle,middle
ood_race-middle,384,race-middle,middle,middle,middle
ood_race-middle,385,race-middle,middle,middle,middle
ood_race-middle,386,race-middle,middle,middle,middle
ood_race-middle,387,race-middle,middle,middle,middle
ood_race-middle,388,race-middle,middle,middle,middle
ood_race-middle,389,race-middle,middle,middle,middle
ood_race-middle,390,race-middle,middle,middle,middle
ood_race-middle,391,race-middle,middle,middle,middle
ood_race-middle,392,race-middle,middle,middle,middle
ood_race-middle,393,race-middle,middle,elementary,elementary
ood_race-middle,394,race-middle,middle,middle,middle
ood_race-middle,395,race-middle,middle,middle,middle
ood_race-middle,396,race-middle,middle,middle,middle
ood_race-middle,397,race-middle,middle,middle,middle
ood_race-middle,398,race-middle,middle,middle,middle
ood_race-middle,399,race-middle,middle,middle,middle
ood_race-middle,400,race-middle,middle,middle,middle
ood_race-middle,401,race-middle,middle,middle,middle
ood_race-middle,402,race-middle,middle,middle,middle
ood_race-middle,403,race-middle,middle,middle,middle
ood_race-middle,404,race-middle,middle,middle,middle
ood_race-middle,405,race-middle,middle,middle,middle
ood_race-middle,406,race-middle,middle,middle,middle
ood_race-middle,407,race-middle,middle,middle,middle
ood_race-middle,408,race-middle,middle,middle,middle
ood_race-middle,409,race-middle,middle,middle,middle
ood_race-middle,410,race-middle,middle,middle,middle
ood_race-middle,411,race-middle,middle,middle,middle
ood_race-middle,412,race-middle,middle,middle,middle
ood_race-middle,413,race-middle,middle,middle,middle
ood_race-middle,414,race-middle,middle,middle,middle
ood_race-middle,415,race-middle,middle,middle,middle
ood_race-middle,416,race-middle,middle,middle,middle
ood_race-middle,417,race-middle,middle,middle,middle
ood_race-middle,418,race-middle,middle,middle,middle
ood_race-middle,419,race-middle,middle,middle,middle
ood_race-middle,420,race-middle,middle,elementary,elementary
ood_race-middle,421,race-middle,middle,middle,middle
ood_race-middle,422,race-middle,middle,middle,middle
ood_race-middle,423,race-middle,middle,middle,middle
ood_race-middle,424,race-middle,middle,middle,middle
ood_race-middle,425,race-middle,middle,middle,middle
ood_race-middle,426,race-middle,middle,middle,middle
ood_race-middle,427,race-middle,middle,middle,middle
ood_race-middle,428,race-middle,middle,middle,middle
ood_race-middle,429,race-middle,middle,middle,middle
ood_race-middle,430,race-middle,middle,middle,middle
ood_race-middle,431,race-middle,middle,middle,middle
ood_race-middle,432,race-middle,middle,middle,middle
ood_race-middle,433,race-middle,middle,middle,middle
ood_race-middle,434,race-middle,middle,middle,middle
ood_race-middle,435,race-middle,middle,middle,middle
ood_race-middle,436,race-middle,middle,middle,middle
ood_race-middle,437,race-middle,middle,middle,middle
ood_race-middle,438,race-middle,middle,middle,middle
ood_race-middle,439,race-middle,middle,middle,middle
ood_race-middle,440,race-middle,middle,elementary,elementary
ood_race-middle,441,race-middle,middle,middle,middle
ood_race-middle,442,race-middle,middle,elementary,elementary
ood_race-middle,443,race-middle,middle,middle,middle
ood_race-middle,444,race-middle,middle,middle,middle
ood_race-middle,445,race-middle,middle,middle,middle
ood_race-middle,446,race-middle,middle,middle,middle
ood_race-middle,447,race-middle,middle,middle,middle
ood_race-middle,448,race-middle,middle,middle,middle
ood_race-middle,449,race-middle,middle,middle,middle
ood_race-middle,450,race-middle,middle,middle,middle
ood_race-middle,451,race-middle,middle,middle,middle
ood_race-middle,452,race-middle,middle,middle,middle
ood_race-middle,453,race-middle,middle,middle,middle
ood_race-middle,454,race-middle,middle,middle,middle
ood_race-middle,455,race-middle,middle,middle,middle
ood_race-middle,456,race-middle,middle,middle,middle
ood_race-middle,457,race-middle,middle,middle,middle
ood_race-middle,458,race-middle,middle,middle,middle
ood_race-middle,459,race-middle,middle,middle,middle
ood_race-middle,460,race-middle,middle,middle,middle
ood_race-middle,461,race-middle,middle,middle,middle
ood_race-middle,462,race-middle,middle,middle,middle
ood_race-middle,463,race-middle,middle,middle,middle
ood_race-middle,464,race-middle,middle,middle,middle
ood_race-middle,465,race-middle,middle,middle,middle
ood_race-middle,466,race-middle,middle,middle,middle
ood_race-middle,467,race-middle,middle,middle,middle
ood_race-middle,468,race-middle,middle,middle,middle
ood_race-middle,469,race-middle,middle,middle,middle
ood_race-middle,470,race-middle,middle,elementary,elementary
ood_race-middle,471,race-middle,middle,middle,middle
ood_race-middle,472,race-middle,middle,high,high
ood_race-middle,473,race-middle,middle,middle,middle
ood_race-middle,474,race-middle,middle,middle,middle
ood_race-middle,475,race-middle,middle,middle,middle
ood_race-middle,476,race-middle,middle,middle,middle
ood_race-middle,477,race-middle,middle,middle,middle
ood_race-middle,478,race-middle,middle,middle,middle
ood_race-middle,479,race-middle,middle,middle,middle
ood_race-middle,480,race-middle,middle,middle,middle
ood_race-middle,481,race-middle,middle,middle,middle
ood_race-middle,482,race-middle,middle,high,high
ood_race-middle,483,race-middle,middle,middle,middle
ood_race-middle,484,race-middle,middle,middle,middle
ood_race-middle,485,race-middle,middle,middle,middle
ood_race-middle,486,race-middle,middle,middle,middle
ood_race-middle,487,race-middle,middle,middle,middle
ood_race-middle,488,race-middle,middle,middle,middle
ood_race-middle,489,race-middle,middle,middle,middle
ood_race-middle,490,race-middle,middle,middle,middle
ood_race-middle,491,race-middle,middle,high,high
ood_race-middle,492,race-middle,middle,middle,middle
ood_race-middle,493,race-middle,middle,middle,middle
ood_race-middle,494,race-middle,middle,middle,middle
ood_race-middle,495,race-middle,middle,middle,middle
ood_race-middle,496,race-middle,middle,high,high
ood_race-middle,497,race-middle,middle,middle,middle
ood_race-middle,498,race-middle,middle,middle,middle
ood_race-middle,499,race-middle,middle,middle,middle
