orig_split,orig_idx,source_dataset,education_level,llm_judge_label,judge_raw_response
train,277,agentlans-readability,elementary,elementary,elementary
train,278,agentlans-readability,elementary,elementary,elementary
train,279,agentlans-readability,elementary,elementary,elementary
train,280,agentlans-readability,elementary,elementary,elementary
train,281,agentlans-readability,elementary,elementary,elementary
train,282,agentlans-readability,elementary,elementary,elementary
train,283,agentlans-readability,elementary,middle,middle
train,284,agentlans-readability,elementary,middle,middle
train,285,agentlans-readability,elementary,elementary,elementary
train,286,agentlans-readability,elementary,elementary,elementary
train,287,agentlans-readability,elementary,middle,middle
train,288,agentlans-readability,elementary,elementary,elementary
train,289,agentlans-readability,elementary,elementary,elementary
train,290,agentlans-readability,elementary,middle,middle
train,291,agentlans-readability,elementary,elementary,elementary
train,292,agentlans-readability,elementary,elementary,elementary
train,293,agentlans-readability,elementary,elementary,elementary
train,294,agentlans-readability,elementary,elementary,elementary
train,295,agentlans-readability,elementary,elementary,elementary
train,296,agentlans-readability,elementary,elementary,elementary
train,297,agentlans-readability,elementary,elementary,elementary
train,298,agentlans-readability,elementary,elementary,elementary
train,299,agentlans-readability,elementary,middle,middle
train,300,agentlans-readability,elementary,elementary,elementary
train,301,agentlans-readability,elementary,elementary,elementary
train,302,agentlans-readability,elementary,elementary,elementary
train,303,agentlans-readability,elementary,elementary,elementary
train,304,agentlans-readability,elementary,elementary,elementary
train,305,agentlans-readability,elementary,elementary,elementary
train,306,agentlans-readability,elementary,elementary,elementary
train,307,agentlans-readability,elementary,elementary,elementary
train,308,agentlans-readability,elementary,elementary,elementary
train,309,agentlans-readability,elementary,middle,middle
train,310,agentlans-readability,elementary,elementary,elementary
train,311,agentlans-readability,elementary,elementary,elementary
train,312,agentlans-readability,elementary,elementary,elementary
train,313,agentlans-readability,elementary,elementary,elementary
train,314,agentlans-readability,elementary,middle,middle
train,315,agentlans-readability,elementary,middle,middle
train,316,agentlans-readability,elementary,elementary,elementary
train,317,agentlans-readability,elementary,elementary,elementary
train,318,agentlans-readability,elementary,elementary,elementary
train,319,agentlans-readability,elementary,elementary,elementary
train,320,agentlans-readability,elementary,elementary,elementary
train,321,agentlans-readability,elementary,middle,middle
train,322,agentlans-readability,elementary,elementary,elementary
train,323,agentlans-readability,elementary,elementary,elementary
train,324,agentlans-readability,elementary,elementary,elementary
train,325,agentlans-readability,elementary,middle,middle
train,326,agentlans-readability,elementary,elementary,elementary
train,327,agentlans-readability,elementary,elementary,elementary
train,328,agentlans-readability,elementary,elementary,elementary
train,329,agentlans-readability,elementary,elementary,elementary
train,330,agentlans-readability,elementary,elementary,elementary
train,331,agentlans-readability,elementary,elementary,elementary
train,332,agentlans-readability,elementary,elementary,elementary
train,333,agentlans-readability,elementary,elementary,elementary
train,334,agentlans-readability,elementary,elementary,elementary
train,335,agentlans-readability,elementary,elementary,elementary
train,336,agentlans-readability,elementary,elementary,elementary
train,337,agentlans-readability,elementary,elementary,elementary
train,338,agentlans-readability,elementary,elementary,elementary
train,339,agentlans-readability,elementary,elementary,elementary
train,340,agentlans-readability,elementary,elementary,elementary
train,341,agentlans-readability,elementary,elementary,elementary
train,342,agentlans-readability,elementary,elementary,elementary
train,343,agentlans-readability,elementary,elementary,elementary
train,344,agentlans-readability,elementary,elementary,elementary
train,345,agentlans-readability,elementary,elementary,elementary
train,346,agentlans-readability,elementary,elementary,elementary
train,347,agentlans-readability,elementary,middle,middle
train,348,agentlans-readability,elementary,elementary,elementary
train,349,agentlans-readability,elementary,elementary,elementary
train,350,agentlans-readability,elementary,elementary,elementary
train,351,agentlans-readability,elementary,elementary,elementary
train,352,agentlans-readability,elementary,elementary,elementary
train,353,agentlans-readability,elementary,elementary,elementary
train,354,agentlans-readability,elementary,elementary,elementary
train,355,agentlans-readability,elementary,elementary,elementary
train,356,agentlans-readability,elementary,elementary,elementary
train,357,agentlans-readability,elementary,elementary,elementary
train,358,agentlans-readability,elementary,elementary,elementary
train,359,agentlans-readability,elementary,middle,middle
train,360,agentlans-readability,elementary,elementary,elementary
train,361,agentlans-readability,elementary,elementary,elementary
train,362,agentlans-readability,elementary,elementary,elementary
train,363,agentlans-readability,elementary,elementary,elementary
train,364,agentlans-readability,elementary,elementary,elementary
train,365,agentlans-readability,elementary,elementary,elementary
train,366,agentlans-readability,elementary,elementary,elementary
train,367,agentlans-readability,elementary,elementary,elementary
train,368,agentlans-readability,elementary,elementary,elementary
train,369,agentlans-readability,elementary,elementary,elementary
train,370,agentlans-readability,elementary,middle,middle
train,371,agentlans-readability,elementary,elementary,elementary
train,372,agentlans-readability,elementary,elementary,elementary
train,373,agentlans-readability,elementary,elementary,elementary
train,374,agentlans-readability,elementary,elementary,elementary
train,375,agentlans-readability,elementary,elementary,elementary
train,376,agentlans-readability,elementary,elementary,elementary
train,377,agentlans-readability,elementary,elementary,elementary
train,378,agentlans-readability,elementary,elementary,elementary
train,379,agentlans-readability,elementary,elementary,elementary
train,380,agentlans-readability,elementary,elementary,elementary
train,381,agentlans-readability,elementary,elementary,elementary
train,382,agentlans-readability,elementary,elementary,elementary
train,383,agentlans-readability,elementary,elementary,elementary
train,384,agentlans-readability,elementary,elementary,elementary
train,385,agentlans-readability,elementary,elementary,elementary
train,386,agentlans-readability,elementary,elementary,elementary
train,387,agentlans-readability,elementary,elementary,elementary
train,388,agentlans-readability,elementary,elementary,elementary
train,389,agentlans-readability,elementary,elementary,elementary
train,390,agentlans-readability,elementary,elementary,elementary
train,391,agentlans-readability,elementary,elementary,elementary
train,392,agentlans-readability,elementary,elementary,elementary
train,393,agentlans-readability,elementary,elementary,elementary
train,394,agentlans-readability,elementary,elementary,elementary
train,395,agentlans-readability,elementary,elementary,elementary
train,396,agentlans-readability,elementary,elementary,elementary
train,397,agentlans-readability,elementary,elementary,elementary
train,398,agentlans-readability,elementary,middle,middle
train,399,agentlans-readability,elementary,elementary,elementary
train,400,agentlans-readability,elementary,middle,middle
train,401,agentlans-readability,elementary,elementary,elementary
train,402,agentlans-readability,elementary,elementary,elementary
train,403,agentlans-readability,elementary,elementary,elementary
train,404,agentlans-readability,elementary,elementary,elementary
train,405,agentlans-readability,elementary,elementary,elementary
train,406,agentlans-readability,elementary,elementary,elementary
train,407,agentlans-readability,elementary,middle,middle
train,408,agentlans-readability,elementary,middle,middle
train,409,agentlans-readability,elementary,middle,middle
train,410,agentlans-readability,elementary,elementary,elementary
train,411,agentlans-readability,elementary,elementary,elementary
train,412,agentlans-readability,elementary,elementary,elementary
train,413,agentlans-readability,elementary,elementary,elementary
train,414,agentlans-readability,elementary,elementary,elementary
train,415,agentlans-readability,elementary,elementary,elementary
train,416,agentlans-readability,elementary,elementary,elementary
train,417,agentlans-readability,elementary,elementary,elementary
train,418,agentlans-readability,elementary,elementary,elementary
train,419,agentlans-readability,elementary,elementary,elementary
train,420,agentlans-readability,elementary,elementary,elementary
train,421,agentlans-readability,elementary,elementary,elementary
train,422,agentlans-readability,elementary,elementary,elementary
train,423,agentlans-readability,elementary,elementary,elementary
train,424,agentlans-readability,elementary,elementary,elementary
train,425,agentlans-readability,elementary,elementary,elementary
train,426,agentlans-readability,elementary,elementary,elementary
train,427,agentlans-readability,elementary,elementary,elementary
train,428,agentlans-readability,elementary,elementary,elementary
train,429,agentlans-readability,elementary,elementary,elementary
train,430,agentlans-readability,elementary,elementary,elementary
train,431,agentlans-readability,elementary,elementary,elementary
train,432,agentlans-readability,elementary,elementary,elementary
train,433,agentlans-readability,elementary,elementary,elementary
train,434,agentlans-readability,elementary,middle,middle
train,435,agentlans-readability,elementary,elementary,elementary
train,436,agentlans-readability,elementary,elementary,elementary
train,437,agentlans-readability,elementary,elementary,elementary
train,438,agentlans-readability,elementary,middle,middle
train,439,agentlans-readability,elementary,middle,middle
train,440,agentlans-readability,elementary,elementary,elementary
train,441,agentlans-readability,elementary,high,high
train,442,agentlans-readability,elementary,elementary,elementary
train,443,agentlans-readability,elementary,elementary,elementary
train,444,agentlans-readability,elementary,elementary,elementary
train,445,agentlans-readability,elementary,middle,middle
train,446,agentlans-readability,elementary,elementary,elementary
train,447,agentlans-readability,elementary,elementary,elementary
train,448,agentlans-readability,elementary,elementary,elementary
train,449,agentlans-readability,elementary,elementary,elementary
train,450,agentlans-readability,elementary,high,high
train,451,agentlans-readability,elementary,middle,middle
train,452,agentlans-readability,elementary,elementary,elementary
train,453,agentlans-readability,elementary,elementary,elementary
train,454,agentlans-readability,elementary,elementary,elementary
train,455,agentlans-readability,elementary,middle,middle
train,456,agentlans-readability,elementary,elementary,elementary
train,457,agentlans-readability,elementary,elementary,elementary
train,458,agentlans-readability,elementary,elementary,elementary
train,459,agentlans-readability,elementary,elementary,elementary
train,460,agentlans-readability,elementary,elementary,elementary
train,461,agentlans-readability,elementary,elementary,elementary
train,462,agentlans-readability,elementary,elementary,elementary
train,463,agentlans-readability,elementary,elementary,elementary
train,464,agentlans-readability,elementary,elementary,elementary
train,465,agentlans-readability,elementary,elementary,elementary
train,466,agentlans-readability,elementary,elementary,elementary
train,467,agentlans-readability,elementary,elementary,elementary
train,468,agentlans-readability,elementary,middle,middle
train,469,agentlans-readability,elementary,elementary,elementary
train,470,agentlans-readability,elementary,elementary,elementary
train,471,agentlans-readability,elementary,middle,middle
train,472,agentlans-readability,elementary,elementary,elementary
train,473,agentlans-readability,elementary,elementary,elementary
train,474,agentlans-readability,elementary,middle,middle
train,475,agentlans-readability,elementary,elementary,elementary
train,476,agentlans-readability,elementary,elementary,elementary
train,477,agentlans-readability,elementary,elementary,elementary
train,478,agentlans-readability,elementary,elementary,elementary
train,479,agentlans-readability,elementary,elementary,elementary
train,480,agentlans-readability,elementary,elementary,elementary
train,481,agentlans-readability,elementary,elementary,elementary
train,482,agentlans-readability,elementary,high,high
train,483,agentlans-readability,elementary,elementary,elementary
train,484,agentlans-readability,elementary,elementary,elementary
train,485,agentlans-readability,elementary,middle,middle
train,486,agentlans-readability,elementary,elementary,elementary
train,487,agentlans-readability,elementary,elementary,elementary
train,488,agentlans-readability,elementary,elementary,elementary
train,489,agentlans-readability,elementary,middle,middle
train,490,agentlans-readability,elementary,elementary,elementary
train,491,agentlans-readability,elementary,elementary,elementary
train,492,agentlans-readability,elementary,middle,middle
train,493,agentlans-readability,elementary,elementary,elementary
train,494,agentlans-readability,elementary,elementary,elementary
train,495,agentlans-readability,elementary,elementary,elementary
train,496,agentlans-readability,elementary,elementary,elementary
train,497,agentlans-readability,elementary,elementary,elementary
train,498,agentlans-readability,elementary,elementary,elementary
train,499,agentlans-readability,elementary,elementary,elementary
train,500,agentlans-readability,elementary,elementary,elementary
train,501,agentlans-readability,elementary,middle,middle
train,502,agentlans-readability,elementary,elementary,elementary
train,503,agentlans-readability,elementary,elementary,elementary
train,504,agentlans-readability,elementary,elementary,elementary
train,505,agentlans-readability,elementary,middle,middle
train,506,agentlans-readability,elementary,elementary,elementary
train,507,agentlans-readability,elementary,elementary,elementary
train,508,agentlans-readability,elementary,elementary,elementary
train,509,agentlans-readability,elementary,elementary,elementary
train,510,agentlans-readability,elementary,elementary,elementary
train,511,agentlans-readability,elementary,elementary,elementary
train,512,agentlans-readability,elementary,elementary,elementary
train,513,agentlans-readability,elementary,elementary,elementary
train,514,agentlans-readability,elementary,elementary,elementary
train,515,agentlans-readability,elementary,elementary,elementary
train,516,agentlans-readability,elementary,elementary,elementary
train,517,agentlans-readability,elementary,elementary,elementary
train,518,agentlans-readability,elementary,elementary,elementary
train,519,agentlans-readability,elementary,elementary,elementary
train,520,agentlans-readability,elementary,elementary,elementary
train,521,agentlans-readability,elementary,elementary,elementary
train,522,agentlans-readability,elementary,elementary,elementary
train,523,agentlans-readability,elementary,elementary,elementary
train,524,agentlans-readability,elementary,elementary,elementary
train,525,agentlans-readability,elementary,middle,middle
train,526,agentlans-readability,elementary,elementary,elementary
train,527,agentlans-readability,elementary,elementary,elementary
train,528,agentlans-readability,elementary,elementary,elementary
train,529,agentlans-readability,elementary,elementary,elementary
train,530,agentlans-readability,elementary,elementary,elementary
train,531,agentlans-readability,elementary,elementary,elementary
train,532,agentlans-readability,elementary,elementary,elementary
train,533,agentlans-readability,elementary,elementary,elementary
train,534,agentlans-readability,elementary,elementary,elementary
train,535,agentlans-readability,elementary,elementary,elementary
train,536,agentlans-readability,elementary,elementary,elementary
train,537,agentlans-readability,elementary,elementary,elementary
train,538,agentlans-readability,elementary,elementary,elementary
train,539,agentlans-readability,elementary,elementary,elementary
train,540,agentlans-readability,elementary,middle,middle
train,541,agentlans-readability,elementary,elementary,elementary
train,542,agentlans-readability,elementary,middle,middle
train,543,agentlans-readability,elementary,elementary,elementary
train,544,agentlans-readability,elementary,elementary,elementary
train,545,agentlans-readability,elementary,elementary,elementary
train,546,agentlans-readability,elementary,elementary,elementary
train,547,agentlans-readability,elementary,elementary,elementary
train,548,agentlans-readability,elementary,elementary,elementary
train,549,agentlans-readability,elementary,middle,middle
train,550,agentlans-readability,elementary,elementary,elementary
train,551,agentlans-readability,elementary,middle,middle
train,552,agentlans-readability,elementary,elementary,elementary
train,553,agentlans-readability,elementary,elementary,elementary
train,554,agentlans-readability,elementary,middle,middle
train,555,agentlans-readability,elementary,elementary,elementary
train,556,agentlans-readability,elementary,middle,middle
train,557,agentlans-readability,elementary,middle,middle
train,558,agentlans-readability,elementary,elementary,elementary
train,559,agentlans-readability,elementary,elementary,elementary
train,560,agentlans-readability,elementary,elementary,elementary
train,561,agentlans-readability,elementary,elementary,elementary
train,562,agentlans-readability,elementary,high,high
train,563,agentlans-readability,elementary,middle,middle
train,564,agentlans-readability,elementary,elementary,elementary
train,565,agentlans-readability,elementary,elementary,elementary
train,566,agentlans-readability,elementary,elementary,elementary
train,567,agentlans-readability,elementary,elementary,elementary
train,568,agentlans-readability,elementary,elementary,elementary
train,569,agentlans-readability,elementary,elementary,elementary
train,570,agentlans-readability,elementary,middle,middle
train,571,agentlans-readability,elementary,elementary,elementary
train,572,agentlans-readability,elementary,elementary,elementary
train,573,agentlans-readability,elementary,elementary,elementary
train,574,agentlans-readability,elementary,elementary,elementary
train,575,agentlans-readability,elementary,elementary,elementary
train,576,agentlans-readability,elementary,elementary,elementary
train,577,agentlans-readability,elementary,middle,middle
train,578,agentlans-readability,elementary,middle,middle
train,579,agentlans-readability,elementary,elementary,elementary
train,580,agentlans-readability,elementary,elementary,elementary
train,581,agentlans-readability,elementary,elementary,elementary
train,582,agentlans-readability,elementary,elementary,elementary
train,583,agentlans-readability,elementary,elementary,elementary
train,584,agentlans-readability,elementary,elementary,elementary
train,585,agentlans-readability,elementary,elementary,elementary
train,586,agentlans-readability,elementary,elementary,elementary
