orig_split,orig_idx,source_dataset,education_level,llm_judge_label,judge_raw_response
ood_race-high,99,race-high,high,high,high
ood_race-high,100,race-high,high,middle,middle
ood_race-high,101,race-high,high,high,high
ood_race-high,102,race-high,high,middle,middle
ood_race-high,103,race-high,high,high,high
ood_race-high,104,race-high,high,middle,middle
ood_race-high,105,race-high,high,middle,middle
ood_race-high,106,race-high,high,middle,middle
ood_race-high,107,race-high,high,middle,middle
ood_race-high,108,race-high,high,middle,middle
ood_race-high,109,race-high,high,high,high
ood_race-high,110,race-high,high,high,high
ood_race-high,111,race-high,high,high,high
ood_race-high,112,race-high,high,high,high
ood_race-high,113,race-high,high,middle,middle
ood_race-high,114,race-high,high,middle,middle
ood_race-high,115,race-high,high,middle,middle
ood_race-high,116,race-high,high,middle,middle
ood_race-high,117,race-high,high,high,high
ood_race-high,118,race-high,high,high,high
ood_race-high,119,race-high,high,middle,middle
ood_race-high,120,race-high,high,middle,middle
ood_race-high,121,race-high,high,middle,middle
ood_race-high,122,race-high,high,middle,middle
ood_race-high,123,race-high,high,high,high
ood_race-high,124,race-high,high,middle,middle
ood_race-high,125,race-high,high,middle,middle
ood_race-high,126,race-high,high,middle,middle
ood_race-high,127,race-high,high,middle,middle
ood_race-high,128,race-high,high,middle,middle
ood_race-high,129,race-high,high,high,high
ood_race-high,130,race-high,high,high,high
ood_race-high,131,race-high,high,high,high
ood_race-high,132,race-high,high,middle,middle
ood_race-high,133,race-high,high,middle,middle
ood_race-high,134,race-high,high,middle,middle
ood_race-high,135,race-high,high,middle,middle
ood_race-high,136,race-high,high,middle,middle
ood_race-high,137,race-high,high,middle,middle
ood_race-high,138,race-high,high,middle,middle
ood_race-high,139,race-high,high,middle,middle
ood_race-high,140,race-high,high,high,high
ood_race-high,141,race-high,high,high,high
ood_race-high,142,race-high,high,middle,middle
ood_race-high,143,race-high,high,middle,middle
ood_race-high,144,race-high,high,high,high
ood_race-high,145,race-high,high,middle,middle
ood_race-high,146,race-high,high,middle,middle
ood_race-high,147,race-high,high,middle,middle
ood_race-high,148,race-high,high,middle,middle
ood_race-high,149,race-high,high,middle,middle
ood_race-high,150,race-high,high,middle,middle
ood_race-high,151,race-high,high,middle,middle
ood_race-high,152,race-high,high,middle,middle
ood_race-high,153,race-high,high,middle,middle
ood_race-high,154,race-high,high,high,high
ood_race-high,155,race-high,high,middle,middle
ood_race-high,156,race-high,high,high,high
ood_race-high,157,race-high,high,high,high
ood_race-high,158,race-high,high,middle,middle
ood_race-high,159,race-high,high,middle,middle
ood_race-high,160,race-high,high,middle,middle
ood_race-high,161,race-high,high,middle,middle
ood_race-high,162,race-high,high,middle,middle
ood_race-high,163,race-high,high,middle,middle
ood_race-high,164,race-high,high,middle,middle
ood_race-high,165,race-high,high,middle,middle
ood_race-high,166,race-high,high,middle,middle
ood_race-high,167,race-high,high,middle,middle
ood_race-high,168,race-high,high,middle,middle
ood_race-high,169,race-high,high,high,high
ood_race-high,170,race-high,high,middle,middle
ood_race-high,171,race-high,high,middle,middle
ood_race-high,172,race-high,high,high,high
ood_race-high,173,race-high,high,high,high
ood_race-high,174,race-high,high,high,high
ood_race-high,175,race-high,high,middle,middle
ood_race-high,176,race-high,high,middle,middle
ood_race-high,177,race-high,high,middle,middle
ood_race-high,178,race-high,high,middle,middle
ood_race-high,179,race-high,high,middle,middle
ood_race-high,180,race-high,high,middle,middle
ood_race-high,181,race-high,high,middle,middle
ood_race-high,182,race-high,high,middle,middle
ood_race-high,183,race-high,high,middle,middle
ood_race-high,184,race-high,high,high,high
ood_race-high,185,race-high,high,high,high
ood_race-high,186,race-high,high,middle,middle
ood_race-high,187,race-high,high,middle,middle
ood_race-high,188,race-high,high,middle,middle
ood_race-high,189,race-high,high,high,high
ood_race-high,190,race-high,high,middle,middle
ood_race-high,191,race-high,high,high,high
ood_race-high,192,race-high,high,middle,middle
ood_race-high,193,race-high,high,middle,middle
ood_race-high,194,race-high,high,middle,middle
ood_race-high,195,race-high,high,middle,middle
ood_race-high,196,race-high,high,middle,middle
ood_race-high,197,race-high,high,middle,middle
ood_race-high,198,race-high,high,middle,middle
ood_race-high,199,race-high,high,middle,middle
ood_race-high,200,race-high,high,high,high
ood_race-high,201,race-high,high,middle,middle
ood_race-high,202,race-high,high,high,high
ood_race-high,203,race-high,high,middle,middle
ood_race-high,204,race-high,high,middle,middle
ood_race-high,205,race-high,high,high,high
ood_race-high,206,race-high,high,middle,middle
ood_race-high,207,race-high,high,middle,middle
ood_race-high,208,race-high,high,middle,middle
ood_race-high,209,race-high,high,middle,middle
ood_race-high,210,race-high,high,high,high
ood_race-high,211,race-high,high,middle,middle
ood_race-high,212,race-high,high,high,high
ood_race-high,213,race-high,high,middle,middle
ood_race-high,214,race-high,high,middle,middle
ood_race-high,215,race-high,high,middle,middle
ood_race-high,216,race-high,high,high,high
ood_race-high,217,race-high,high,middle,middle
ood_race-high,218,race-high,high,high,high
ood_race-high,219,race-high,high,middle,middle
ood_race-high,220,race-high,high,high,high
ood_race-high,221,race-high,high,middle,middle
ood_race-high,222,race-high,high,middle,middle
ood_race-high,223,race-high,high,middle,middle
ood_race-high,224,race-high,high,middle,middle
ood_race-high,225,race-high,high,middle,middle
ood_race-high,226,race-high,high,middle,middle
ood_race-high,227,race-high,high,high,high
ood_race-high,228,race-high,high,middle,middle
ood_race-high,229,race-high,high,middle,middle
ood_race-high,230,race-high,high,middle,middle
ood_race-high,231,race-high,high,middle,middle
ood_race-high,232,race-high,high,middle,middle
ood_race-high,233,race-high,high,middle,middle
ood_race-high,234,race-high,high,middle,middle
ood_race-high,235,race-high,high,middle,middle
ood_race-high,236,race-high,high,middle,middle
ood_race-high,237,race-high,high,high,high
ood_race-high,238,race-high,high,high,high
ood_race-high,239,race-high,high,middle,middle
ood_race-high,240,race-high,high,middle,middle
ood_race-high,241,race-high,high,middle,middle
ood_race-high,242,race-high,high,middle,middle
ood_race-high,243,race-high,high,middle,middle
ood_race-high,244,race-high,high,middle,middle
ood_race-high,245,race-high,high,high,high
ood_race-high,246,race-high,high,middle,middle
ood_race-high,247,race-high,high,high,high
ood_race-high,248,race-high,high,middle,middle
ood_race-high,249,race-high,high,middle,middle
ood_race-high,250,race-high,high,middle,middle
ood_race-high,251,race-high,high,high,high
ood_race-high,252,race-high,high,middle,middle
ood_race-high,253,race-high,high,middle,middle
ood_race-high,254,race-high,high,middle,middle
ood_race-high,255,race-high,high,middle,middle
ood_race-high,256,race-high,high,high,high
ood_race-high,257,race-high,high,high,high
ood_race-high,258,race-high,high,middle,middle
ood_race-high,259,race-high,high,high,high
ood_race-high,260,race-high,high,high,high
ood_race-high,261,race-high,high,high,high
ood_race-high,262,race-high,high,middle,middle
ood_race-high,263,race-high,high,middle,middle
ood_race-high,264,race-high,high,high,high
ood_race-high,265,race-high,high,middle,middle
ood_race-high,266,race-high,high,middle,middle
ood_race-high,267,race-high,high,middle,middle
ood_race-high,268,race-high,high,high,high
ood_race-high,269,race-high,high,middle,middle
ood_race-high,270,race-high,high,middle,middle
ood_race-high,271,race-high,high,middle,middle
ood_race-high,272,race-high,high,middle,middle
ood_race-high,273,race-high,high,high,high
ood_race-high,274,race-high,high,middle,middle
ood_race-high,275,race-high,high,middle,middle
ood_race-high,276,race-high,high,middle,middle
ood_race-high,277,race-high,high,high,high
ood_race-high,278,race-high,high,middle,middle
ood_race-high,279,race-high,high,middle,middle
ood_race-high,280,race-high,high,middle,middle
ood_race-high,281,race-high,high,high,high
ood_race-high,282,race-high,high,middle,middle
ood_race-high,283,race-high,high,middle,middle
ood_race-high,284,race-high,high,high,high
ood_race-high,285,race-high,high,middle,middle
ood_race-high,286,race-high,high,high,high
ood_race-high,287,race-high,high,middle,middle
ood_race-high,288,race-high,high,high,high
ood_race-high,289,race-high,high,high,high
ood_race-high,290,race-high,high,middle,middle
ood_race-high,291,race-high,high,middle,middle
ood_race-high,292,race-high,high,middle,middle
ood_race-high,293,race-high,high,middle,middle
ood_race-high,294,race-high,high,high,high
ood_race-high,295,race-high,high,middle,middle
ood_race-high,296,race-high,high,middle,middle
ood_race-high,297,race-high,high,middle,middle
ood_race-high,298,race-high,high,high,high
ood_race-high,299,race-high,high,middle,middle
ood_race-high,300,race-high,high,middle,middle
ood_race-high,301,race-high,high,middle,middle
ood_race-high,302,race-high,high,middle,middle
ood_race-high,303,race-high,high,middle,middle
ood_race-high,304,race-high,high,middle,middle
ood_race-high,305,race-high,high,middle,middle
ood_race-high,306,race-high,high,middle,middle
ood_race-high,307,race-high,high,high,high
ood_race-high,308,race-high,high,middle,middle
ood_race-high,309,race-high,high,middle,middle
ood_race-high,310,race-high,high,high,high
ood_race-high,311,race-high,high,middle,middle
ood_race-high,312,race-high,high,middle,middle
ood_race-high,313,race-high,high,high,high
ood_race-high,314,race-high,high,middle,middle
ood_race-high,315,race-high,high,middle,middle
ood_race-high,316,race-high,high,middle,middle
ood_race-high,317,race-high,high,middle,middle
ood_race-high,318,race-high,high,middle,middle
ood_race-high,319,race-high,high,high,high
ood_race-high,320,race-high,high,high,high
ood_race-high,321,race-high,high,middle,middle
ood_race-high,322,race-high,high,high,high
ood_race-high,323,race-high,high,middle,middle
ood_race-high,324,race-high,high,high,high
ood_race-high,325,race-high,high,middle,middle
ood_race-high,326,race-high,high,middle,middle
ood_race-high,327,race-high,high,middle,middle
ood_race-high,328,race-high,high,high,high
ood_race-high,329,race-high,high,middle,middle
ood_race-high,330,race-high,high,middle,middle
ood_race-high,331,race-high,high,middle,middle
ood_race-high,332,race-high,high,middle,middle
ood_race-high,333,race-high,high,middle,middle
ood_race-high,334,race-high,high,middle,middle
ood_race-high,335,race-high,high,middle,middle
ood_race-high,336,race-high,high,high,high
ood_race-high,337,race-high,high,high,high
ood_race-high,338,race-high,high,middle,middle
ood_race-high,339,race-high,high,middle,middle
ood_race-high,340,race-high,high,middle,middle
ood_race-high,341,race-high,high,middle,middle
ood_race-high,342,race-high,high,middle,middle
ood_race-high,343,race-high,high,high,high
ood_race-high,344,race-high,high,middle,middle
ood_race-high,345,race-high,high,high,high
ood_race-high,346,race-high,high,high,high
ood_race-high,347,race-high,high,high,high
ood_race-high,348,race-high,high,middle,middle
ood_race-high,349,race-high,high,middle,middle
ood_race-high,350,race-high,high,middle,middle
ood_race-high,351,race-high,high,high,high
ood_race-high,352,race-high,high,middle,middle
ood_race-high,353,race-high,high,middle,middle
ood_race-high,354,race-high,high,middle,middle
ood_race-high,355,race-high,high,high,high
ood_race-high,356,race-high,high,middle,middle
ood_race-high,357,race-high,high,middle,middle
ood_race-high,358,race-high,high,middle,middle
ood_race-high,359,race-high,high,middle,middle
ood_race-high,360,race-high,high,high,high
ood_race-high,361,race-high,high,middle,middle
ood_race-high,362,race-high,high,middle,middle
ood_race-high,363,race-high,high,middle,middle
ood_race-high,364,race-high,high,middle,middle
ood_race-high,365,race-high,high,middle,middle
ood_race-high,366,race-high,high,high,high
ood_race-high,367,race-high,high,middle,middle
ood_race-high,368,race-high,high,high,high
ood_race-high,369,race-high,high,high,high
ood_race-high,370,race-high,high,middle,middle
ood_race-high,371,race-high,high,middle,middle
ood_race-high,372,race-high,high,middle,middle
ood_race-high,373,race-high,high,middle,middle
ood_race-high,374,race-high,high,middle,middle
ood_race-high,375,race-high,high,middle,middle
ood_race-high,376,race-high,high,middle,middle
ood_race-high,377,race-high,high,middle,middle
ood_race-high,378,race-high,high,high,high
ood_race-high,379,race-high,high,high,high
ood_race-high,380,race-high,high,middle,middle
ood_race-high,381,race-high,high,middle,middle
ood_race-high,382,race-high,high,middle,middle
ood_race-high,383,race-high,high,middle,middle
ood_race-high,384,race-high,high,middle,middle
ood_race-high,385,race-high,high,high,high
ood_race-high,386,race-high,high,high,high
ood_race-high,387,race-high,high,middle,middle
ood_race-high,388,race-high,high,middle,middle
ood_race-high,389,race-high,high,middle,middle
ood_race-high,390,race-high,high,high,high
ood_race-high,391,race-high,high,middle,middle
ood_race-high,392,race-high,high,middle,middle
ood_race-high,393,race-high,high,high,high
ood_race-high,394,race-high,high,high,high
ood_race-high,395,race-high,high,middle,middle
ood_race-high,396,race-high,high,middle,middle
ood_race-high,397,race-high,high,high,high
ood_race-high,398,race-high,high,middle,middle
ood_race-high,399,race-high,high,middle,middle
ood_race-high,400,race-high,high,middle,middle
ood_race-high,401,race-high,high,middle,middle
ood_race-high,402,race-high,high,middle,middle
ood_race-high,403,race-high,high,middle,middle
ood_race-high,404,race-high,high,middle,middle
ood_race-high,405,race-high,high,middle,middle
ood_race-high,406,race-high,high,high,high
ood_race-high,407,race-high,high,high,high
ood_race-high,408,race-high,high,middle,middle
ood_race-high,409,race-high,high,high,high
ood_race-high,410,race-high,high,middle,middle
ood_race-high,411,race-high,high,middle,middle
ood_race-high,412,race-high,high,high,high
ood_race-high,413,race-high,high,middle,middle
ood_race-high,414,race-high,high,high,high
ood_race-high,415,race-high,high,middle,middle
ood_race-high,416,race-high,high,high,high
ood_race-high,417,race-high,high,middle,middle
ood_race-high,418,race-high,high,high,high
ood_race-high,419,race-high,high,middle,middle
ood_race-high,420,race-high,high,middle,middle
ood_race-high,421,race-high,high,middle,middle
ood_race-high,422,race-high,high,middle,middle
ood_race-high,423,race-high,high,high,high
ood_race-high,424,race-high,high,high,high
ood_race-high,425,race-high,high,middle,middle
ood_race-high,426,race-high,high,middle,middle
ood_race-high,427,race-high,high,middle,middle
ood_race-high,428,race-high,high,high,high
ood_race-high,429,race-high,high,high,high
ood_race-high,430,race-high,high,middle,middle
ood_race-high,431,race-high,high,middle,middle
ood_race-high,432,race-high,high,high,high
ood_race-high,433,race-high,high,middle,middle
ood_race-high,434,race-high,high,high,high
ood_race-high,435,race-high,high,middle,middle
ood_race-high,436,race-high,high,middle,middle
ood_race-high,437,race-high,high,middle,middle
ood_race-high,438,race-high,high,middle,middle
ood_race-high,439,race-high,high,middle,middle
ood_race-high,440,race-high,high,middle,middle
ood_race-high,441,race-high,high,middle,middle
ood_race-high,442,race-high,high,middle,middle
ood_race-high,443,race-high,high,middle,middle
ood_race-high,444,race-high,high,middle,middle
ood_race-high,445,race-high,high,high,high
ood_race-high,446,race-high,high,high,high
ood_race-high,447,race-high,high,high,high
ood_race-high,448,race-high,high,middle,middle
ood_race-high,449,race-high,high,middle,middle
ood_race-high,450,race-high,high,middle,middle
ood_race-high,451,race-high,high,middle,middle
ood_race-high,452,race-high,high,high,high
ood_race-high,453,race-high,high,middle,middle
ood_race-high,454,race-high,high,high,high
ood_race-high,455,race-high,high,middle,middle
ood_race-high,456,race-high,high,high,high
ood_race-high,457,race-high,high,high,high
ood_race-high,458,race-high,high,middle,middle
ood_race-high,459,race-high,high,middle,middle
ood_race-high,460,race-high,high,middle,middle
ood_race-high,461,race-high,high,high,high
ood_race-high,462,race-high,high,high,high
ood_race-high,463,race-high,high,middle,middle
ood_race-high,464,race-high,high,middle,middle
ood_race-high,465,race-high,high,high,high
ood_race-high,466,race-high,high,middle,middle
ood_race-high,467,race-high,high,middle,middle
ood_race-high,468,race-high,high,middle,middle
ood_race-high,469,race-high,high,middle,middle
ood_race-high,470,race-high,high,high,high
ood_race-high,471,race-high,high,middle,middle
ood_race-high,472,race-high,high,high,high
ood_race-high,473,race-high,high,high,high
ood_race-high,474,race-high,high,middle,middle
ood_race-high,475,race-high,high,high,high
ood_race-high,476,race-high,high,middle,middle
ood_race-high,477,race-high,high,middle,middle
ood_race-high,478,race-high,high,high,high
ood_race-high,479,race-high,high,middle,middle
ood_race-high,480,race-high,high,middle,middle
ood_race-high,481,race-high,high,middle,middle
ood_race-high,482,race-high,high,high,high
ood_race-high,483,race-high,high,high,high
ood_race-high,484,race-high,high,middle,middle
ood_race-high,485,race-high,high,middle,middle
ood_race-high,486,race-high,high,high,high
ood_race-high,487,race-high,high,middle,middle
ood_race-high,488,race-high,high,middle,middle
ood_race-high,489,race-high,high,high,high
ood_race-high,490,race-high,high,middle,middle
ood_race-high,491,race-high,high,high,high
ood_race-high,492,race-high,high,middle,middle
ood_race-high,493,race-high,high,middle,middle
ood_race-high,494,race-high,high,high,high
ood_race-high,495,race-high,high,middle,middle
ood_race-high,496,race-high,high,middle,middle
ood_race-high,497,race-high,high,middle,middle
ood_race-high,498,race-high,high,middle,middle
ood_race-high,499,race-high,high,high,high
